"","Gender","Location","Age","ss","sj","st","sd","so"
"5496","F","C","U",94,46,6,77,59
"5497","F","C","U",77,22,23,30,55
"5498","F","C","U",16,17,84,69,51
"5499","F","C","U",81,19,19,63,56
"5500","F","C","U",31,45,69,55,45
"5501","F","C","L",87,59,13,31,53
"5502","F","C","L",94,47,6,31,37
"5503","F","C","L",16,66,84,6,45
"5504","F","C","L",44,57,56,65,40
"5505","F","C","L",70,67,30,73,47
"5506","F","C","L",94,55,6,13,60
"5507","F","C","L",64,65,36,11,50
"5508","F","C","L",64,66,36,5,48
"5509","F","C","L",27,53,73,66,45
"5510","F","C","L",10,48,90,12,39
"5511","F","C","L",9,72,91,18,56
"5512","F","C","L",51,60,49,11,57
"5513","F","C","L",46,75,54,44,32
"5514","F","C","L",17,43,83,78,52
"5515","F","C","L",57,52,43,56,40
"5516","F","C","L",10,54,90,14,48
"5517","F","C","L",89,48,11,46,54
"5518","F","C","L",70,50,30,17,38
"5519","F","C","L",1,60,99,61,36
"5520","F","C","L",0,73,100,49,50
"5521","F","C","L",14,72,86,22,52
"5522","F","C","L",26,59,74,21,43
"5523","F","C","L",93,54,7,62,42
"5524","F","C","L",47,58,53,6,54
"5525","F","C","L",61,74,39,37,52
"5526","F","C","L",89,43,11,6,47
"5527","F","C","L",84,53,16,21,48
"5528","F","C","L",36,52,64,76,64
"5529","F","C","L",56,45,44,71,44
"5530","F","C","L",70,63,30,67,46
"5531","F","C","L",61,77,39,79,55
"5532","F","C","L",6,51,94,7,43
"5533","F","C","L",94,61,6,32,38
"5534","F","C","L",93,54,7,66,64
"5535","F","C","L",74,41,26,74,46
"5536","F","C","L",26,56,74,10,44
"5537","F","C","L",9,79,91,9,43
"5538","F","C","L",65,30,35,13,53
"5539","F","C","L",88,78,12,37,41
"5540","F","C","L",14,66,86,24,44
"5541","F","C","L",40,69,60,5,52
"5542","F","C","L",61,53,39,14,50
"5543","F","C","L",17,78,83,32,42
"5544","F","C","L",49,53,51,75,59
"5545","F","C","L",35,61,65,17,39
"5546","F","C","L",54,40,46,31,36
"5547","F","C","L",16,54,84,79,42
"5548","F","C","L",52,60,48,67,56
"5549","F","C","L",80,39,20,64,57
"5550","F","C","L",28,31,72,58,51
"5551","F","C","L",37,60,63,79,57
"5552","F","C","L",44,36,56,62,63
"5553","F","C","L",10,62,90,74,39
"5554","F","C","L",31,60,69,24,50
"5555","F","C","L",12,46,88,69,38
"5556","F","C","L",97,57,3,1,50
"5557","F","C","L",9,76,91,20,51
"5558","F","C","L",36,54,64,24,61
"5559","F","C","L",90,68,10,25,34
"5560","F","C","L",19,43,81,45,43
"5561","F","C","L",36,54,64,60,36
"5562","F","C","L",16,45,84,65,37
"5563","F","C","L",35,57,65,37,41
"5564","F","C","L",94,71,6,61,70
"5565","F","C","L",80,38,20,44,56
"5566","F","C","L",24,50,76,72,53
"5567","F","C","L",7,38,93,62,60
"5568","F","C","L",73,45,27,34,36
"5569","F","C","L",75,50,25,76,38
"5570","F","C","L",89,57,11,79,32
"5571","F","C","L",15,66,85,58,52
"5572","F","C","L",70,72,30,52,51
"5573","F","C","L",61,45,39,68,41
"5574","F","C","L",91,36,9,80,46
"5575","F","C","L",45,75,55,5,30
"5576","F","C","L",74,45,26,3,43
"5577","F","C","L",52,30,48,19,41
"5578","F","C","L",58,61,42,73,40
"5579","F","C","L",76,46,24,47,44
"5580","F","C","L",34,69,66,2,53
"5581","F","C","L",18,41,82,12,60
"5582","F","C","L",75,54,25,5,60
"5583","F","C","L",53,58,47,75,42
"5584","F","C","L",52,67,48,6,41
"5585","F","C","L",8,67,92,47,51
"5586","F","C","L",85,46,15,21,46
"5587","F","C","L",7,53,93,72,53
"5588","F","C","L",96,51,4,26,50
"5589","F","C","L",92,37,8,70,39
"5590","F","C","L",42,64,58,38,59
"5591","F","C","L",52,65,48,20,55
"5592","F","C","L",94,70,6,23,47
"5593","F","C","L",32,53,68,12,44
"5594","F","C","L",75,68,25,69,50
"5595","F","C","L",55,64,45,39,29
"5596","F","C","L",74,69,26,7,41
"5597","F","C","L",50,65,50,26,42
"5598","F","C","L",36,39,64,8,36
"5599","F","C","L",59,79,41,50,50
"5600","F","C","L",3,67,97,80,58
"5601","F","C","L",20,70,80,54,34
"5602","F","C","L",39,41,61,38,43
"5603","F","C","L",49,78,51,45,58
"5604","F","C","L",58,41,42,14,60
"5605","F","C","L",22,31,78,46,39
"5606","F","C","L",5,33,95,29,57
"5607","F","C","L",39,76,61,52,33
"5608","F","C","L",14,59,86,77,50
"5609","F","C","L",65,35,35,45,42
"5610","F","C","L",32,73,68,15,34
"5611","F","C","L",61,75,39,34,47
"5612","F","C","L",94,62,6,49,43
"5613","F","C","L",20,49,80,8,62
"5614","F","C","L",62,48,38,15,53
"5615","F","C","L",51,45,49,33,44
"5616","F","C","L",68,48,32,6,48
"5617","F","C","L",32,40,68,2,28
"5618","F","C","L",37,49,63,44,55
"5619","F","C","L",71,75,29,33,52
"5620","F","C","L",76,40,24,3,39
"5621","F","C","L",70,32,30,76,59
"5622","F","C","L",42,79,58,30,56
"5623","F","C","L",26,77,74,27,46
"5624","F","C","L",35,62,65,2,47
"5625","F","C","L",92,31,8,36,45
"5626","F","C","L",42,38,58,9,46
"5627","F","C","L",38,58,62,43,54
"5628","F","C","L",6,67,94,32,33
"5629","F","C","L",1,43,99,15,52
"5630","F","C","L",16,58,84,14,32
"5631","F","C","L",62,59,38,14,65
"5632","F","C","L",9,66,91,27,46
"5633","F","C","L",61,80,39,42,54
"5634","F","C","L",60,76,40,37,59
"5635","F","C","L",51,42,49,45,46
"5636","F","C","L",78,73,22,59,49
"5637","F","C","L",31,73,69,45,50
"5638","F","C","L",32,42,68,21,63
"5639","F","C","L",14,67,86,61,64
"5640","F","C","L",72,34,28,30,64
"5641","F","C","L",79,62,21,27,67
"5642","F","C","L",32,46,68,79,36
"5643","F","C","L",83,36,17,57,41
"5644","F","C","L",54,56,46,3,33
"5645","F","C","L",69,77,31,77,49
"5646","F","C","L",94,41,6,63,53
"5647","F","C","L",73,53,27,44,50
"5648","F","C","L",85,36,15,76,62
"5649","F","C","L",36,31,64,38,52
"5650","F","C","L",48,36,52,62,28
"5651","F","C","L",44,76,56,37,51
"5652","F","C","L",23,41,77,30,49
"5653","F","C","L",70,61,30,13,51
"5654","F","C","L",33,40,67,77,60
"5655","F","C","L",10,75,90,33,34
"5656","F","C","L",81,72,19,67,45
"5657","F","C","L",58,50,42,7,49
"5658","F","C","L",77,67,23,76,55
"5659","F","C","L",8,77,92,15,42
"5660","F","C","L",59,62,41,78,42
"5661","F","C","L",83,41,17,74,44
"5662","F","C","L",69,77,31,56,50
"5663","F","C","L",91,76,9,63,42
"5664","F","C","L",23,77,77,36,32
"5665","F","C","L",84,30,16,29,49
"5666","F","C","L",4,77,96,15,49
"5667","F","C","L",97,72,3,67,34
"5668","F","C","L",87,51,13,58,44
"5669","F","C","L",25,69,75,2,49
"5670","F","C","L",0,74,100,7,66
"5671","F","C","L",95,80,5,4,46
"5672","F","C","L",55,42,45,55,38
"5673","F","C","L",8,74,92,36,42
"5674","F","C","L",45,42,55,12,54
"5675","F","C","L",59,45,41,17,47
"5676","F","C","L",28,76,72,2,54
"5677","F","C","L",58,64,42,25,65
"5678","F","C","L",46,70,54,10,47
"5679","F","C","L",31,37,69,39,50
"5680","F","C","L",43,66,57,47,38
"5681","F","C","L",45,63,55,9,28
"5682","F","C","L",17,76,83,5,64
"5683","F","C","L",57,46,43,7,66
"5684","F","C","L",23,65,77,68,36
"5685","F","C","L",96,51,4,27,45
"5686","F","C","L",87,44,13,15,29
"5687","F","C","L",14,67,86,57,37
"5688","F","C","L",72,60,28,42,45
"5689","F","C","L",25,46,75,5,35
"5690","F","C","L",35,34,65,41,43
"5691","F","C","L",69,63,31,15,46
"5692","F","C","L",96,30,4,66,56
"5693","F","C","L",42,43,58,64,32
"5694","F","C","L",89,41,11,55,42
"5695","F","C","L",7,76,93,17,35
"5696","F","C","L",20,46,80,48,40
"5697","F","C","L",30,63,70,58,58
"5698","F","C","L",2,53,98,65,42
"5699","F","C","L",88,80,12,47,50
"5700","F","C","L",67,71,33,55,52
"5701","F","C","L",41,72,59,55,50
"5702","F","C","L",25,37,75,25,26
"5703","F","C","L",76,68,24,74,31
"5704","F","C","L",94,45,6,16,46
"5705","F","C","L",29,48,71,42,50
"5706","F","C","L",14,66,86,57,52
"5707","F","C","L",49,58,51,20,44
"5708","F","C","L",62,68,38,70,42
"5709","F","C","L",40,60,60,38,61
"5710","F","C","L",2,58,98,1,60
"5711","F","C","L",16,62,84,52,53
"5712","F","C","L",79,41,21,38,54
"5713","F","C","L",93,38,7,59,44
"5714","F","C","L",77,72,23,75,51
"5715","F","C","L",34,40,66,12,55
"5716","F","C","L",17,53,83,35,46
"5717","F","C","L",40,79,60,63,36
"5718","F","C","L",81,64,19,36,34
"5719","F","C","L",94,80,6,69,42
"5720","F","C","L",25,79,75,8,46
"5721","F","C","L",82,67,18,11,54
"5722","F","C","L",91,35,9,0,42
"5723","F","C","L",7,62,93,52,57
"5724","F","C","L",19,67,81,21,59
"5725","F","C","L",16,34,84,26,32
"5726","F","C","L",69,69,31,61,52
"5727","F","C","L",97,72,3,20,46
"5728","F","C","L",75,62,25,40,54
"5729","F","C","L",45,46,55,55,67
"5730","F","C","L",19,71,81,65,62
"5731","F","C","L",100,48,0,49,30
"5732","F","C","L",17,42,83,41,68
"5733","F","C","L",10,78,90,74,44
"5734","F","C","L",53,46,47,35,32
"5735","F","C","L",25,59,75,65,48
"5736","F","C","L",87,39,13,10,38
"5737","F","C","L",43,33,57,48,48
"5738","F","C","L",80,70,20,44,34
"5739","F","C","L",1,78,99,20,49
"5740","F","C","L",73,58,27,41,57
"5741","F","C","L",26,64,74,75,33
"5742","F","C","L",15,41,85,26,49
"5743","F","C","L",63,55,37,77,50
"5744","F","C","L",22,71,78,15,52
"5745","F","C","L",17,44,83,18,44
"5746","F","C","L",94,35,6,52,63
"5747","F","C","L",81,46,19,70,39
"5748","F","C","L",76,66,24,67,50
"5749","F","C","L",99,52,1,64,55
"5750","F","C","L",75,65,25,30,41
"5751","F","C","O",77,63,23,69,67
"5752","F","C","O",15,94,85,83,50
"5753","F","C","O",65,64,35,91,48
"5754","F","C","O",30,83,70,75,60
"5755","F","C","O",84,67,16,94,64
"5756","F","C","O",35,92,65,81,52
"5757","F","C","O",57,69,43,86,64
"5758","F","C","O",14,75,86,81,65
"5759","F","C","O",91,61,9,71,52
"5760","F","C","O",18,99,82,71,73
"5761","F","C","O",29,79,71,100,56
"5762","F","C","O",86,63,14,91,54
"5763","F","C","O",99,96,1,99,54
"5764","F","C","O",9,86,91,93,64
"5765","F","C","O",93,63,7,89,53
"5766","F","C","O",52,72,48,78,52
"5767","F","C","O",58,89,42,92,62
"5768","F","C","O",16,84,84,76,68
"5769","F","C","O",9,78,91,91,60
"5770","F","C","O",20,74,80,65,55
"5771","F","C","O",77,97,23,94,56
"5772","F","C","O",22,76,78,96,67
"5773","F","C","O",22,79,78,69,57
"5774","F","C","O",54,76,46,68,70
"5775","F","C","O",18,80,82,64,51
"5776","F","C","O",21,71,79,63,60
"5777","F","C","O",69,63,31,63,48
"5778","F","C","O",9,77,91,79,60
"5779","F","C","O",52,61,48,63,51
"5780","F","C","O",4,87,96,75,70
"5781","F","C","O",50,64,50,71,62
"5782","F","C","O",56,66,44,70,53
"5783","F","C","O",28,82,72,94,68
"5784","F","C","O",61,63,39,80,68
"5785","F","C","O",23,95,77,96,62
"5786","F","C","O",46,60,54,84,53
"5787","F","C","O",81,69,19,78,64
"5788","F","C","O",67,69,33,81,72
"5789","F","C","O",18,64,82,62,47
"5790","F","C","O",34,89,66,78,66
"5791","F","C","O",97,81,3,77,62
"5792","F","C","O",26,89,74,76,72
"5793","F","C","O",41,69,59,70,66
"5794","F","C","O",27,68,73,64,58
"5795","F","C","O",24,86,76,72,62
"5796","F","C","O",74,99,26,70,51
"5797","F","C","O",26,83,74,77,63
"5798","F","C","O",54,66,46,95,54
"5799","F","C","O",63,63,37,86,60
"5800","F","C","O",52,61,48,74,64
"5801","F","C","O",56,92,44,76,70
"5802","F","C","O",83,69,17,68,49
"5803","F","C","O",94,64,6,65,66
"5804","F","C","O",36,73,64,87,54
"5805","F","C","O",10,88,90,86,66
"5806","F","C","O",76,66,24,72,47
"5807","F","C","O",39,84,61,62,68
"5808","F","C","O",4,87,96,90,62
"5809","F","C","O",27,63,73,91,59
"5810","F","C","O",73,61,27,87,56
"5811","F","C","O",6,95,94,64,55
"5812","F","C","O",76,97,24,77,66
"5813","F","C","O",61,65,39,78,58
"5814","F","C","O",52,66,48,71,64
"5815","F","C","O",60,82,40,98,56
"5816","F","C","O",69,76,31,83,62
"5817","F","C","O",80,87,20,91,54
"5818","F","C","O",15,67,85,81,69
"5819","F","C","O",53,72,47,74,42
"5820","F","C","O",94,83,6,94,52
"5821","F","C","O",88,95,12,66,47
"5822","F","C","O",52,63,48,84,66
"5823","F","C","O",50,89,50,92,58
"5824","F","C","O",21,89,79,84,64
"5825","F","C","O",38,75,62,74,46
"5826","F","C","O",18,97,82,91,68
"5827","F","C","O",45,64,55,67,59
"5828","F","C","O",28,86,72,70,70
"5829","F","C","O",52,65,48,80,61
"5830","F","C","O",20,76,80,93,65
"5831","F","C","O",60,66,40,72,55
"5832","F","C","O",72,66,28,63,58
"5833","F","C","O",25,93,75,87,62
"5834","F","C","O",15,80,85,98,63
"5835","F","C","O",24,73,76,89,51
"5836","F","C","O",8,80,92,70,59
"5837","F","C","O",36,74,64,67,56
"5838","F","C","O",99,69,1,74,43
"5839","F","C","O",90,66,10,90,52
"5840","F","C","O",90,69,10,83,46
"5841","F","C","O",70,89,30,70,48
"5842","F","C","O",33,98,67,89,62
"5843","F","C","O",87,96,13,71,43
"5844","F","C","O",97,85,3,97,62
"5845","F","C","O",2,94,98,72,47
"5846","F","C","O",1,87,99,81,64
"5847","F","C","O",42,92,58,93,46
"5848","F","C","O",48,73,52,88,61
"5849","F","C","O",14,66,86,83,72
"5850","F","C","O",40,97,60,69,60
"5851","F","C","O",64,65,36,64,41
"5852","F","C","O",3,89,97,83,49
"5853","F","C","O",1,99,99,98,70
"5854","F","C","O",42,83,58,99,70
"5855","F","C","O",8,91,92,69,61
"5856","F","C","O",60,100,40,99,63
"5857","F","C","O",69,62,31,92,55
"5858","F","C","O",62,90,38,97,54
"5859","F","C","O",77,94,23,89,67
"5860","F","C","O",98,99,2,90,56
"5861","F","C","O",80,70,20,82,50
"5862","F","C","O",88,87,12,74,58
"5863","F","C","O",41,100,59,72,56
"5864","F","C","O",34,99,66,89,66
"5865","F","C","O",78,91,22,99,46
"5866","F","C","O",80,80,20,81,58
"5867","F","C","O",50,60,50,78,60
"5868","F","C","O",37,100,63,72,65
"5869","F","C","O",91,63,9,76,52
"5870","F","C","O",58,83,42,77,70
"5871","F","C","O",27,95,73,78,50
"5872","F","C","O",30,61,70,70,62
"5873","F","C","O",16,93,84,88,54
"5874","F","C","O",88,97,12,81,65
"5875","F","C","O",86,88,14,85,54
"5876","F","C","O",97,98,3,75,52
"5877","F","C","O",67,80,33,98,65
"5878","F","C","O",73,64,27,93,42
"5879","F","C","O",97,95,3,76,67
"5880","F","C","O",20,74,80,84,63
"5881","F","C","O",48,94,52,93,59
"5882","F","C","O",72,73,28,66,64
"5883","F","C","O",45,65,55,94,66
"5884","F","C","O",98,98,2,87,71
"5885","F","C","O",9,96,91,81,60
"5886","F","C","O",42,75,58,78,66
"5887","F","C","O",49,92,51,78,54
"5888","F","C","O",9,90,91,90,57
"5889","F","C","O",19,81,81,67,47
"5890","F","C","O",20,83,80,62,49
"5891","F","C","O",53,77,47,60,66
"5892","F","C","O",38,87,62,96,40
"5893","F","C","O",76,77,24,68,70
"5894","F","C","O",79,68,21,99,64
"5895","F","C","O",20,87,80,86,55
"5896","F","C","O",4,73,96,77,54
"5897","F","C","O",66,73,34,64,43
"5898","F","C","O",74,69,26,97,57
"5899","F","C","O",62,70,38,62,68
"5900","F","C","O",73,97,27,88,70
"5901","F","C","O",12,85,88,73,66
"5902","F","C","O",67,91,33,67,53
"5903","F","C","O",60,80,40,87,45
"5904","F","C","O",94,70,6,94,70
"5905","F","C","O",8,65,92,85,58
"5906","F","C","O",84,70,16,88,63
"5907","F","C","O",58,75,42,92,50
"5908","F","C","O",56,99,44,96,69
"5909","F","C","O",35,65,65,96,47
"5910","F","C","O",8,99,92,74,56
"5911","F","C","O",8,92,92,98,59
"5912","F","C","O",77,71,23,82,49
"5913","F","C","O",64,95,36,87,69
"5914","F","C","O",97,95,3,91,56
"5915","F","C","O",6,70,94,77,50
"5916","F","C","O",82,84,18,64,62
"5917","F","C","O",75,94,25,65,64
"5918","F","C","O",70,75,30,94,68
"5919","F","C","O",58,66,42,83,68
"5920","F","C","O",33,66,67,73,66
"5921","F","C","O",60,92,40,98,50
"5922","F","C","O",64,69,36,64,69
"5923","F","C","O",96,94,4,65,53
"5924","F","C","O",100,74,0,77,64
"5925","F","C","O",46,99,54,76,62
"5926","F","C","O",84,99,16,75,67
"5927","F","C","O",89,66,11,82,59
"5928","F","C","O",63,99,37,97,61
"5929","F","C","O",41,76,59,90,62
"5930","F","C","O",71,90,29,64,69
"5931","F","C","O",74,97,26,70,65
"5932","F","C","O",76,86,24,88,66
"5933","F","C","O",70,71,30,90,61
"5934","F","C","O",14,66,86,70,50
"5935","F","C","O",14,62,86,93,63
"5936","F","C","O",52,82,48,80,58
"5937","F","C","O",40,98,60,85,60
"5938","F","C","O",93,61,7,62,55
"5939","F","C","O",25,87,75,84,50
"5940","F","C","O",33,74,67,77,48
"5941","F","C","O",83,86,17,81,70
"5942","F","C","O",3,80,97,72,52
"5943","F","C","O",29,85,71,63,47
"5944","F","C","O",3,91,97,81,56
"5945","F","C","O",55,98,45,74,54
"5946","F","C","O",11,83,89,70,62
"5947","F","C","O",32,64,68,64,64
"5948","F","C","O",45,88,55,100,46
"5949","F","C","O",29,83,71,87,43
"5950","F","C","O",64,74,36,76,47
"5951","F","C","O",74,70,26,90,56
"5952","F","C","O",88,72,12,93,48
"5953","F","C","O",58,95,42,62,58
"5954","F","C","O",61,71,39,67,56
"5955","F","C","O",38,82,62,83,54
"5956","F","C","O",25,81,75,91,61
"5957","F","C","O",30,76,70,87,66
"5958","F","C","O",14,99,86,82,56
"5959","F","C","O",33,88,67,94,50
"5960","F","C","O",45,81,55,75,49
"5961","F","C","O",37,69,63,85,60
"5962","F","C","O",1,82,99,99,54
"5963","F","C","O",33,95,67,61,68
"5964","F","C","O",42,66,58,78,46
"5965","F","C","O",15,96,85,93,64
"5966","F","C","O",47,83,53,64,56
"5967","F","C","O",60,80,40,60,58
"5968","F","C","O",12,95,88,72,58
"5969","F","C","O",57,76,43,68,47
"5970","F","C","O",67,65,33,69,52
"5971","F","C","O",58,88,42,71,59
"5972","F","C","O",7,78,93,87,66
"5973","F","C","O",84,79,16,92,55
"5974","F","C","O",85,85,15,81,66
"5975","F","C","O",88,88,12,72,72
"5976","F","C","O",0,100,100,81,52
"5977","F","C","O",51,96,49,63,58
"5978","F","C","O",75,70,25,96,64
"5979","F","C","O",9,88,91,95,46
"5980","F","C","O",66,94,34,79,48
"5981","F","C","O",94,79,6,77,66
"5982","F","C","O",2,70,98,78,65
"5983","F","C","O",8,80,92,63,60
"5984","F","C","O",5,72,95,93,62
"5985","F","C","O",36,61,64,88,63
"5986","F","C","O",96,93,4,84,54
"5987","F","C","O",41,78,59,87,59
"5988","F","C","O",7,64,93,87,68
"5989","F","C","O",30,72,70,76,54
"5990","F","C","O",92,90,8,92,53
"5991","F","C","O",15,65,85,81,49
"5992","F","C","O",58,77,42,76,64
"5993","F","C","O",46,87,54,80,69
"5994","F","C","O",99,71,1,77,64
"5995","F","C","O",25,99,75,79,55
"5996","F","C","O",75,97,25,94,63
"5997","F","C","O",75,77,25,87,68
"5998","F","C","O",32,74,68,65,64
"5999","F","C","O",52,94,48,96,64
"6000","F","C","O",55,82,45,77,70
"6001","M","D","T",40,42,17,46,56
"6002","M","D","T",40,81,94,11,100
"6003","M","D","T",40,6,77,17,66
"6004","M","D","T",90,69,73,9,100
"6005","M","D","T",35,32,19,67,51
"6006","M","D","T",94,54,47,14,95
"6007","M","D","T",81,9,21,45,61
"6008","M","D","T",17,11,85,33,62
"6009","M","D","T",84,74,28,57,92
"6010","M","D","T",13,67,32,35,61
"6011","M","D","T",87,44,60,43,94
"6012","M","D","T",96,50,82,50,100
"6013","M","D","T",88,34,90,16,100
"6014","M","D","T",62,28,31,14,65
"6015","M","D","T",32,62,40,13,70
"6016","M","D","T",3,71,40,49,62
"6017","M","D","T",97,45,6,52,76
"6018","M","D","T",20,0,16,7,30
"6019","M","D","T",58,33,65,58,80
"6020","M","D","T",49,22,19,34,52
"6021","M","D","T",15,31,3,40,36
"6022","M","D","T",45,99,12,15,80
"6023","M","D","T",39,9,35,75,50
"6024","M","D","T",99,76,42,5,100
"6025","M","D","T",32,34,73,16,72
"6026","M","D","T",28,56,69,77,79
"6027","M","D","T",15,45,9,79,45
"6028","M","D","T",10,3,76,65,52
"6029","M","D","T",6,21,18,15,34
"6030","M","D","T",61,79,41,41,90
"6031","M","D","T",99,52,67,23,100
"6032","M","D","T",16,46,92,46,79
"6033","M","D","T",65,37,39,62,74
"6034","M","D","T",5,36,91,16,70
"6035","M","D","T",75,30,71,79,89
"6036","M","D","T",32,22,4,45,40
"6037","M","D","T",18,21,46,30,50
"6038","M","D","T",59,58,64,5,90
"6039","M","D","T",55,94,38,36,92
"6040","M","D","T",18,98,61,47,89
"6041","M","D","T",88,44,41,24,86
"6042","M","D","T",20,7,80,57,60
"6043","M","D","T",89,72,29,53,94
"6044","M","D","T",25,94,97,5,100
"6045","M","D","T",10,57,89,27,80
"6046","M","D","T",19,59,96,27,88
"6047","M","D","T",89,90,85,52,100
"6048","M","D","T",50,63,89,48,99
"6049","M","D","T",31,54,19,66,59
"6050","M","D","T",48,95,83,55,100
"6051","M","D","T",37,48,91,71,89
"6052","M","D","T",81,9,48,50,72
"6053","M","D","T",73,84,46,18,99
"6054","M","D","T",77,94,11,13,90
"6055","M","D","T",77,60,13,44,78
"6056","M","D","T",74,74,42,60,94
"6057","M","D","T",46,80,100,47,100
"6058","M","D","T",2,88,82,10,86
"6059","M","D","T",29,89,98,14,100
"6060","M","D","T",23,3,24,44,36
"6061","M","D","T",5,73,21,32,56
"6062","M","D","T",6,18,5,78,28
"6063","M","D","T",78,62,19,48,81
"6064","M","D","T",38,33,0,69,45
"6065","M","D","T",43,90,63,73,96
"6066","M","D","T",1,28,93,11,65
"6067","M","D","T",15,24,22,3,40
"6068","M","D","T",16,47,51,13,62
"6069","M","D","T",59,28,20,34,60
"6070","M","D","T",55,28,27,77,61
"6071","M","D","T",84,57,7,70,78
"6072","M","D","T",55,47,84,65,92
"6073","M","D","T",2,45,26,41,46
"6074","M","D","T",26,20,18,74,42
"6075","M","D","T",46,19,93,65,81
"6076","M","D","T",56,95,5,45,80
"6077","M","D","T",62,17,30,14,60
"6078","M","D","T",47,5,54,16,59
"6079","M","D","T",79,19,21,79,65
"6080","M","D","T",76,77,68,24,100
"6081","M","D","T",89,91,37,66,100
"6082","M","D","T",76,37,43,19,80
"6083","M","D","T",33,41,80,48,79
"6084","M","D","T",15,17,32,23,41
"6085","M","D","T",17,91,28,69,72
"6086","M","D","T",77,23,85,77,92
"6087","M","D","T",42,37,32,24,61
"6088","M","D","T",1,16,27,18,34
"6089","M","D","T",54,5,70,72,69
"6090","M","D","T",42,31,74,42,76
"6091","M","D","T",24,25,84,66,71
"6092","M","D","T",92,13,22,50,68
"6093","M","D","T",61,25,23,75,61
"6094","M","D","T",75,74,4,78,79
"6095","M","D","T",13,22,61,45,55
"6096","M","D","T",15,98,15,1,68
"6097","M","D","T",15,2,92,56,61
"6098","M","D","T",75,86,93,71,100
"6099","M","D","T",92,87,98,16,100
"6100","M","D","T",46,1,28,6,46
"6101","M","D","T",14,19,44,4,46
"6102","M","D","T",9,62,46,10,64
"6103","M","D","T",70,49,15,52,71
"6104","M","D","T",68,8,73,19,76
"6105","M","D","T",66,21,65,13,78
"6106","M","D","T",18,20,100,63,72
"6107","M","D","T",41,47,5,25,54
"6108","M","D","T",85,59,23,59,85
"6109","M","D","T",60,11,56,20,68
"6110","M","D","T",90,51,20,77,82
"6111","M","D","T",1,73,43,8,64
"6112","M","D","T",88,55,86,33,100
"6113","M","D","T",97,83,3,64,91
"6114","M","D","T",13,16,53,34,49
"6115","M","D","T",63,19,57,57,72
"6116","M","D","T",14,63,20,23,55
"6117","M","D","T",19,32,15,67,42
"6118","M","D","T",14,57,2,26,45
"6119","M","D","T",12,54,40,77,60
"6120","M","D","T",16,47,87,14,78
"6121","M","D","T",98,41,91,35,100
"6122","M","D","T",58,53,11,46,66
"6123","M","D","T",73,50,22,59,75
"6124","M","D","T",64,58,79,44,99
"6125","M","D","T",69,98,42,24,100
"6126","M","D","T",55,57,43,32,79
"6127","M","D","T",45,49,4,37,56
"6128","M","D","T",26,9,61,67,55
"6129","M","D","T",81,44,10,52,71
"6130","M","D","T",26,28,27,72,49
"6131","M","D","T",92,2,91,61,92
"6132","M","D","T",36,49,48,3,70
"6133","M","D","T",11,44,32,61,51
"6134","M","D","T",27,9,6,66,34
"6135","M","D","T",85,19,71,63,88
"6136","M","D","T",12,63,92,64,85
"6137","M","D","T",12,24,65,54,58
"6138","M","D","T",76,29,24,27,69
"6139","M","D","T",1,54,74,39,69
"6140","M","D","T",98,64,74,25,100
"6141","M","D","T",22,23,4,63,36
"6142","M","D","T",80,65,14,12,81
"6143","M","D","T",73,54,15,69,75
"6144","M","D","T",63,32,83,69,89
"6145","M","D","T",58,53,50,50,82
"6146","M","D","T",98,11,80,58,94
"6147","M","D","T",7,90,77,67,88
"6148","M","D","T",24,36,70,58,69
"6149","M","D","T",55,89,7,35,78
"6150","M","D","T",9,33,88,5,69
"6151","M","D","T",21,46,38,80,59
"6152","M","D","T",90,17,50,72,81
"6153","M","D","T",68,53,5,61,68
"6154","M","D","T",3,27,93,46,66
"6155","M","D","T",62,32,39,17,70
"6156","M","D","T",95,24,17,33,71
"6157","M","D","T",21,28,56,5,59
"6158","M","D","T",2,4,40,29,34
"6159","M","D","T",67,87,25,73,90
"6160","M","D","T",72,68,47,9,92
"6161","M","D","T",22,83,91,26,96
"6162","M","D","T",79,16,62,52,80
"6163","M","D","T",85,60,19,42,84
"6164","M","D","T",40,52,71,15,82
"6165","M","D","T",50,85,63,66,98
"6166","M","D","T",21,53,23,47,55
"6167","M","D","T",39,97,48,26,91
"6168","M","D","T",22,17,38,47,48
"6169","M","D","T",28,74,18,41,65
"6170","M","D","T",51,91,65,31,100
"6171","M","D","T",63,6,10,41,48
"6172","M","D","T",6,46,86,64,72
"6173","M","D","T",81,41,55,51,89
"6174","M","D","T",7,38,17,55,41
"6175","M","D","T",79,30,14,69,66
"6176","M","D","T",70,52,7,73,69
"6177","M","D","T",64,7,57,18,68
"6178","M","D","T",24,43,81,53,76
"6179","M","D","T",95,75,39,10,100
"6180","M","D","T",52,60,5,22,64
"6181","M","D","T",49,30,26,6,59
"6182","M","D","T",63,74,23,23,81
"6183","M","D","T",32,85,58,40,88
"6184","M","D","T",3,63,96,32,82
"6185","M","D","T",69,63,87,49,100
"6186","M","D","T",47,94,61,70,99
"6187","M","D","T",57,83,61,24,99
"6188","M","D","T",37,5,11,29,38
"6189","M","D","T",75,5,63,22,74
"6190","M","D","T",37,93,40,1,85
"6191","M","D","T",20,3,97,25,65
"6192","M","D","T",7,12,8,50,26
"6193","M","D","T",90,67,75,48,100
